,WellNo,MAE,RCPE
0,SN0084i-04,0.12549550519670763,0.027700024332845363
0,SN0148-09,0.0727646407536098,0.012899630429600527
0,SN0169-04,0.10786615527016778,0.06444697150072243
0,SN0018-01,0.4815863635471889,0.09555637470893054
0,SN0018-02,0.1474288753509521,0.028215313182448194
0,SN0018-03,0.18050702705383298,0.06296509707551406
0,SN0018-08,0.08656101046970911,0.04513624133410602
0,SN0169-05,0.03019059953689574,0.0012597687706507011
0,SN0169-06,0.17764492195674356,0.05276279257606469
0,SN0169-02,0.20731715263639178,0.06895909005160714
0,SN0122-08,0.27496564213888985,0.03505546721908232
0,SN0169-03,0.3869803791863578,0.1298151454324299
0,SN0148-07,0.17657390864236014,0.20679054851668283
0,SN0117-06,0.2902785699571883,0.06422483928834352
0,SN0018-09,0.14732074366978232,0.0741252430017162
0,SN0169-08,0.1753586217062813,0.025248466868274953
0,SN0095-03,0.7586363780702863,0.5557216125390346
0,SN0117-03,0.06670601284844534,0.02908090377374594
0,SN0117-02,0.04727497901916501,0.0180514312890763
0,SN0117-04,0.22914452637263713,0.08793347160473694
0,SN0117-09,0.03567477269853866,0.007000490973060747
0,SN0148-08,0.029370484270368306,0.01482604277940167
0,SN0095-04,0.22516276253291534,0.11244327924099354
0,SN0095-08,0.09735992416654314,0.06251095189640203
0,SN0100-01,0.10709863804408482,0.01643171592317725
0,SN0100-02,0.4844121749060495,0.26849340312144543
0,SN0100-04,0.25187781481061666,0.0018739253913777115
0,SN0100-06,0.019052488980974478,0.08766112047196854
0,SN0100-09,0.07620640463147844,0.025036107112478157
0,SN0117-07,0.09557049933842254,0.012869275584454148
0,SN0117-08,0.10371593480791365,0.054389863191738906
0,SN0159-01,0.2896154245649066,0.146149118344605
0,SN0159-02,2.07313498280389,0.6847953550781113
0,SN0100-03,0.5505517337254113,0.07297254747745838
0,SN0159-05,0.5477534403392247,0.25241764032089387
0,SN0095-06,0.21727400717054093,0.31451509634059804
0,SN0095-05,0.17508141679763792,0.06333481372462701
0,SN0095-02,0.1282818148476737,0.08671439700165136
0,SN0137-07i,0.325257161603655,0.05461333029103761
0,SN0137-08,0.5339268671308247,0.10233400664397525
0,SN0137-09,0.08001177291870117,0.017484938800520357
0,SN0117-01,0.015912936414991093,0.00851571672448212
0,SN0117-05,0.05626050454548428,0.06196348105931153
0,SN0159-08,0.039068824114118286,0.054891221592937765
0,SN0095-09,0.1256519008091518,0.06348805455739062
0,SN0169-07,0.05235105925968716,0.01638586953020827
0,SN0137-02i,1.0885118516240802,0.7060835525038063
0,SN0137-01,0.07954004233224055,0.03903932756861483
0,SN0197-02,0.059330668531145374,0.02820701485168971
0,SN0197-04,0.026684399986267086,3.6011909920805595e-06
0,SN0098-05,0.21449273921421602,0.050329719932581625
0,SN0098-06,0.06569196552549088,0.01837647214321417
0,SN0098-08,0.9328410753795078,0.11882417373826323
0,SN0098-09,0.18039962452479763,0.03384386604403124
0,SN0173-05,0.05165608573641099,0.008439865003235415
0,SN0066-02,0.19550041285923545,0.010558627122221999
0,SN0066-03,0.5777108010973249,0.17879066038152822
0,SN0066-04,0.8697981430326189,0.2578089614079186
0,SN0066-05,0.9813856440952844,0.2184907919284425
0,SN0066-07,0.48681356342860627,0.07355682363375647
0,SN0066-08,0.6207395133972167,0.034697779373499
0,SN0066-09,0.18553519976479668,0.09344266630357577
0,SN0173-04,0.02411194989340646,0.04385892753970896
0,SN0192-07,0.33830815587724966,0.10022442757894673
0,SN0192-03,0.10522174470084046,0.037784687146302766
0,SN0192-06,0.09598252503531324,0.02165116998784273
0,SN0034-03i,0.2290987898417882,0.06696928011967516
0,SN0034-07H,0.9690199016026091,0.10689444169847824
0,SN0034-08i,0.29314771881103513,0.05120110208666005
0,SN0069-01,0.1881970286778041,0.08468468231155482
0,SN0069-02,0.0817795076915196,0.41998558655303897
0,SN0069-03,0.32615784364427824,0.0377960080051445
0,SN0069-05,0.12348793634687151,0.08546608874515535
0,SN0069-06,0.2510289371490479,0.05044033313421634
0,SN0069-08,0.1417152441569737,0.04220617665366152
0,SN0069-09,0.053194515664236865,0.004260452496364459
0,SN0176-01,0.04029131360735213,0.005812421831388284
0,SN0176-02,0.07808856149400986,0.004961714684337254
0,SN0192-01,0.19115084951945713,0.2688841146209966
0,SN0192-05,0.054568040657043494,0.013658736383692848
0,SN0125-06,0.39865855628422325,0.03602484402978382
0,SN0125-08,0.16218556605747766,0.040100956860429395
0,SN0176-03,0.03811987165723526,0.004791555481030043
0,SN0108i-09,0.06540383050101159,0.00797037156176169
0,SN0108i-08,0.12103123234340131,0.02262254458378681
0,SN0046-03i,0.0780729474203927,0.022022071201010806
0,SN0046-04,0.033932444981166335,0.005705064793752878
0,SN0046-05,0.14353876380920413,0.05036348068625238
0,SN0082i-01,0.1829752615792411,0.04358667533063721
0,SN0082i-04,0.052073256819588805,0.011709180404273122
0,SN0082i-05,0.07686553153991703,0.04671549409671928
0,SN0082i-06,0.11681238839285715,0.0393285921975948
