,WellNo,MAE,RCPE
0,SN0116-04,0.066685238974435,0.131012257317161
0,SN0112-08,0.08714536756787981,0.08849453244324063
0,SN0112-02,0.3162487617220197,1.56869012921339
0,SN0112-04,0.12608454960414345,0.13147286084900753
0,SN0112-05,0.18211407972063337,0.20716753415501987
0,SN0112-06,0.06757194990430561,0.03244540210407013
0,SN0138-06,0.10282370158604211,0.19466292076291372
0,SN0136-01,0.03875123141152519,0.003285120285710883
0,SN0136-03,0.08255689138684955,0.06673305600873763
0,SN0136-06,0.14451322868892125,0.11056048854368009
0,SN0106-09,0.2133437954085214,0.4229476761279159
0,SN0106-03,0.07622440090179443,0.062447504215221036
0,SN0106-04,0.08334446095057897,0.3357847602895143
0,SN0135-08,0.018396005153656,0.01589700515202814
0,SN0135-09,0.2475282460076468,0.8686106921311453
0,SN0086-04,0.161098123564039,0.7918371653003958
0,SN0108-03,0.10532042309897287,0.050936098594607765
0,SN0108-04,0.22704433307647706,0.15478738673165626
0,SN0104-03,0.04438234822409494,0.004221313785672355
0,SN0104-05,0.25422054582323345,0.10454355037213277
0,SN0104-07,0.06189550041471208,0.1544491817325097
0,SN0084-03,0.10355482576915195,0.22295979130809562
0,SN0104-06,0.1335483000074114,0.4324822697223607
0,SN0084-05,0.7770498676300048,0.35029525674711137
0,SN0144-01,0.05081188176018852,0.1386256774073325
0,SN0144-07,0.19759578579493933,0.353415354416453
0,SN0167-09,0.17197219258717128,0.13293477420767028
0,SN0167-07,0.03347277227129254,0.0405296725348166
0,SN0049-03,0.12957574065072197,1.0281992909993416
0,SN0049-05,0.073957072189876,0.13349041999647834
0,SN0049-06,0.07689963643210276,0.3491116170560274
0,SN0049-08,0.19021047849655148,0.007410048427984975
0,SN0049-09,0.1629338501930237,0.11410938781493667
0,SN0165-04,0.28911423157283245,0.04235722546225122
0,SN0165-05,0.21812806750706265,0.3745351661211677
0,SN0165-07,0.11283133277893068,0.11559656597118008
0,SN0165-02,0.2255691282408578,0.2225644821864924
0,SN0167-03,0.13630984551565986,0.09407988382447213
0,SN0143-05,0.2236530132702419,0.3303647122399673
0,SN0143-08,0.1501746537072318,0.12873261526145474
0,SN0142-04,0.0459315576689584,0.0034907944321981685
0,SN0023-01,0.08391057040350777,0.006236030565045795
0,SN0023-07,0.08173761554445538,0.14693719122940527
0,SN0083-08,0.2013027520588466,0.5540732719418986
0,SN0023-15,0.20798077945709229,0.38512522985183956
0,SN0055-03,0.04202518490382605,0.2693604260750944
