,WellNo,MAE,RCPE
0,SN0114-02,1.7885665037006802,0.3306052770669685
0,SN0116-04,0.24683225676854445,0.2619792044084933
0,SN0116-02,0.26482542047076757,0.2955596748228236
0,SN0112-08,0.44349959912406056,0.3112095037586634
0,SN0112-02,0.3810698235236273,0.018409615521281484
0,SN0112-04,0.31513954900317726,0.567177151037519
0,SN0112-05,0.6723620155715941,0.36808462836750394
0,SN0112-06,0.45755088789833914,0.10978459760672139
0,SN0138-02,0.22100580844031442,0.3712273628016866
0,SN0138-06,0.17799461903042263,0.00165191816907789
0,SN0138-01,0.14345629121568468,0.9817947276792746
0,SN0136-01,0.15338667258792454,0.8226634961117906
0,SN0136-03,0.2262612097507053,0.8339653817511883
0,SN0136-04,0.5776695808198715,0.02379587829224101
0,SN0136-06,0.27074959732903375,1.0243078270649302
0,SN0106-09,0.3379858958646986,1.037233200615917
0,SN0106-03,0.6375157745954726,0.4464916798544053
0,SN0106-04,0.20629489316092595,0.6435936910862351
0,SN0106-07,0.42828288450029167,0.9114337997517844
0,SN0135-05,0.3831809157880145,0.31812767049262763
0,SN0135-08,0.2283491746266683,0.5341612752175054
0,SN0135-09,0.39043483691745334,0.6047642894026752
0,SN0086-02,0.3090289637459649,0.301600680938535
0,SN0086-04,0.35880009285608927,0.5747307449800584
0,SN0086-05,0.209248914159139,0.5397509971970904
0,SN0086-07,0.2225319989119636,0.2815407293787818
0,SN0086-09,0.2673684978357951,0.09744689641054739
0,SN0136-19H,0.2842578076871236,0.8276587054989911
0,SN0108-03,0.552162000749376,0.002572272863366804
0,SN0108-04,0.6430697905095419,0.04382765049233776
0,SN0104-03,0.3846168015734354,0.34372491714090825
0,SN0104-04,0.3526257254367404,0.26484943834763003
0,SN0104-05,0.2845825944391887,0.42055159950464327
0,SN0104-07,0.10427762312147354,1.0875091057652109
0,SN0084-03,0.27842546807183155,0.020416827384503844
0,SN0104-06,0.26998919842826,0.2343154790644117
0,SN0084-05,0.5237943229378594,1.012767450338739
