,WellNo,MAE,RCPE
0,SN0138-05,0.1585646770477295,0.9745647264504511
0,SN0165-01,0.15538948440551764,0.9682840606558574
0,SN0142-02,0.1293193168912615,0.9671432330258827
0,SN0023-05,0.2828851732526507,0.9839641589656946
0,SN0024-01,0.26827673985617506,0.981915347369314
0,SN0024-03,0.18371082284109938,0.9750727955269216
0,SN0024-08,0.23601777602604454,0.9816842631193087
0,SN0024-14,0.07162202510833739,0.9334558558891641
0,SN0083-07,0.15264684464590886,0.9686771406792891
0,SN0085-08,0.44418976249694825,0.9891828179721447
0,SN0166-07,0.29670446954454693,0.9856298052657507
0,SN0145-01,0.22151728136880064,0.9776971407337431
0,SN0145-09,0.08546189684186663,0.9436077061159419
0,SN0145-06,0.13069848800386702,1.0802125866648702
0,SN0004-01,0.026576564080374586,0.7752844541821187
0,SN0003-06,0.027225770378112794,0.7821439652753299
0,SN0015-07,0.07221078237806046,0.662746608730764
0,SN0043-02i,0.053448844882420125,0.8941653241521813
0,SN0041-04,0.04052096396854945,0.33237887771335956
0,SN0041-07,1.0105304466247558,0.9945922914301051
0,SN0132-07,0.9356748519352504,0.9941141116062329
0,SN0016-03,0.4212289284842355,0.9757622679929079
0,SN0103-03,0.6192861231531416,0.9627978731728496
0,SN0038-09,0.07674292403629845,0.9428310554049797
0,SN0038-03,0.48154087595258444,0.9923811693070392
0,SN0038-04,0.9396463048117502,0.9955042366248275
0,SU022,0.7535584043502807,0.9925020077663558
0,SN0197-07,0.08389775543212889,0.9617170706630803
0,SN0046-03,0.7903587916237967,0.9955270405135457
