,WellNo,MAE,RCPE
0,SN0114-19H,0.23451629665919713,0.13041168580537507
0,SN0114-07,0.08513759536743166,0.0004588057782992836
0,SN3,1.6905432407924106,1.921941848147908
0,SN0116-06,0.0316117015021188,0.005738573625762476
0,SN0116-09,0.10951958195822578,0.09647837679156489
0,SN0116-07,0.5475391668319702,0.4778543348063163
0,SN0115-20H,1.6911012954711915,1.8735489451149707
0,SN0112-07,0.12381790253775457,0.026516584076460806
0,SN0138-03,0.3993143779209682,0.5916394382977008
0,SN0138-04,0.03435601404735019,0.04055523028060111
0,SN0138-08,0.06796654927389965,0.05297848613246181
0,SN0138-09,0.5269917543411256,0.7752973414572789
0,SN0114-20H,1.9387824096134731,1.990292672685682
0,SN0106-01,0.14594231681823736,0.0639430102779294
0,SN0135-04,0.028395177377973275,0.018500700870117424
0,SN0135-06,0.47855372295379633,1.3674081224199701
0,SN0135-07,0.051266143826075965,0.04294239463546716
0,SN0086-03,0.3998935701234,2.268991402156582
0,SN0086-06,1.447195591408866,0.9969658248889954
0,SN0104-08,0.07193915328979493,0.023860988922764743
0,SN0084-02,0.06238248210634504,0.06880241063029076
0,SN0084-04,0.12185615591321673,0.25760070383287736
0,SN0084-06,0.15724873602730888,0.1338411211169799
0,SN0084-07,0.02612741819109236,0.004296244773698939
0,SN0084-08,0.07128347492218023,0.03975684987134206
0,SN0084-09,0.04603553930010113,0.0381318601192924
0,SN0144-02,0.18453427878788536,0.07430965206318191
0,SN0167-02,0.09460380575997487,0.06822297737743663
0,SN0167-04,0.3112729397228785,0.3137810084489163
0,SN0049-04,0.3366497970036098,0.22700328079825174
0,SN0165-06,0.23511141918727335,0.2906518314206567
0,SN0143-07,0.147483821446555,0.178082152807513
0,SN0143-09,0.04470425345557077,0.009749128705662923
0,SN0167-05,0.03410502567291259,0.008362217747368533
0,SN0142-05,0.12430659817286902,0.035962333103717735
0,SN0142-03,0.12104079273768834,0.1668049117361588
0,SN0142-07,0.07004057666233608,0.002003537543695845
0,SN0143-01,0.30729096382686066,0.07974213845715884
0,SN0167-08,0.9294613212040492,1.4694566901605226
0,SN0142-09,0.05860670885358538,0.006585220799770981
0,SN0083-01,0.0761337532588414,0.01985220863433577
0,SN0143-03,0.10283576082502095,0.016858398222353715
0,SN0168-02,0.18003477129255024,0.04831990249680005
0,SN0085-03,0.08335459292275564,0.15078118963300066
0,SN0085-02,0.22240404973711284,0.06232267296212215
0,SN0085-09,0.0760655181884766,0.008847551938284915
0,SN0166-03,0.11477633045741491,0.002150321646554471
0,SN0166-05,0.1633334259441921,0.15137285083377275
0,SN0145-05,0.481641395187378,1.383572524578573
0,SN0174-08,0.9222529678344726,1.6536298091294337
0,SN0174-09,0.6738697885513306,1.3166152621821665
0,SN0105-03,0.13124825827734812,0.026923987964511953
0,SN0105-07,0.2739633889607021,0.14094008903751248
0,SN0105-08,0.0850603832108634,0.10122453852287709
0,SN0105-06,0.032743780871800014,0.0011415841404625161
0,SN0113-09,0.09668538243429999,0.05452112898602083
0,SN0113-01,0.03640971238272529,0.03471609685999539
0,SN0113-07,0.4407889357703073,0.9304391867748814
0,SN0004-04,0.04309465135846814,0.011737298821514041
0,SN0076-02,0.04243174247741699,0.07109876420478718
0,SN0076-08,0.6009263817923409,1.2893189239168938
0,SN0076-05,0.07176908121109009,0.08115303357578821
0,SN0021-01,0.047848626082284094,0.022996384823032078
0,SN0054-03,0.6609946836199079,0.4565650129080999
0,SN0054-06,0.3085729754856654,0.18447910496005007
0,SN0021-02,0.08036372560773573,0.0200453231210932
0,SN0054-01,0.5669029075895038,0.9862115590937373
0,SN0015-01,0.7418018742152623,0.9834586879580259
0,SN0015-03,0.6442262697492327,0.8519943118575749
0,SN0039-01,0.5355606360844204,2.169265255278535
0,SN0039-08,0.15121400463921683,0.18267869256336378
0,SN0015-04,0.6281481337683541,0.8328342195439637
0,SN0039-09,0.17280179812567575,0.02518608842137948
0,SN0039-02i,0.2560202288491385,0.11103452688965196
0,SN0039-06,0.1343390359061106,0.0007486944272643945
0,SN0039-07i,0.9737371038028172,0.5868354082376741
0,SN0039-08i,0.1230778359685625,0.019369680580590742
0,SN0039-15,0.11895352736881804,0.062115192154694646
0,SN0043-03i,0.33596761886051724,0.05992496361879842
0,SN0043-09,1.0817026409694128,4.825532290225852
0,SN0043-08,0.24523822593688957,0.041604211682632876
0,SN0082-06,0.339424580178942,0.44849974329253406
0,SN0012-03,0.16773129305158344,0.10530081061022628
0,SN0007-08,1.5473350202560425,4.463681095472065
0,SN0019-05,0.1993690554482596,0.1195495760988482
0,SN0019-03,0.2622898263658796,0.08791649285528552
0,SN0139-06,0.08911970081329346,0.02775005728645601
0,SN0139-05,0.08271503124237059,0.01099451947013738
0,SN0019-06,0.262731391116551,0.027810137710181267
0,SN0139-03,1.035825356074742,0.3260241892698001
0,SN0139-07,0.06747257302148,0.05466260247176852
0,SN0139-08,0.22019711344582696,0.0428045869672924
0,SN0019-08,1.9045961001259941,0.9973228303538169
0,SN0012-05,0.28416809994833814,0.026482423094090983
0,SN0012-04,1.5005060996736799,0.997382067617655
0,SN0012-06,0.9533696468625751,0.9949263836096257
0,SN0012-08,0.044615293938773046,0.011854385359744311
0,SN0008-01,1.8293872634887696,0.9972153080293904
