,WellNo,MAE,RCPE
0,SN0112-01,0.017808339106241862,3.0893417878985496
0,SN0138-05,0.10499025023566351,1.1093723889205382
0,SN0136-02,0.18560304023742674,1.0534454380056764
0,SN0136-05,0.2560216657087538,1.039667817865425
0,SN0135-02,0.04161188262939453,1.3096480055411623
0,SN0108-05,0.22900700384775796,1.043523383438723
0,SN0108-02,0.17527853882047867,5.631855995512797
0,SN0084-01,0.12070002294752334,0.47567471633626074
0,SN0108-06,0.012737017296685114,5.018964784157881
0,SN0144-06,0.03645170626746284,1.4602748883075114
0,SN0144-08,0.27588942073610095,0.7241320860943311
0,SN0165-01,0.08736503277248805,1.1798290843172567
0,SN0165-08,0.0688011027654012,1.2354547583571645
0,SN0114-05,0.10351366236792671,1.1612192268426738
0,SN0143-06,0.23387960446251763,1.0450592009386834
0,SN0142-02,0.08596215026643542,0.6999748336320655
0,SN0142-01,0.014851853514777288,5.376777217739163
0,SN0083-04,0.7639304788949755,3.215857122126825
0,SN0023-16,0.05393293403625488,1.293838379161675
0,SN0023-05,0.12335873191409641,0.8389835436124613
0,SN0023-06,0.04367131240844725,1.3708210507673877
0,SN0023-09,0.10971617822435166,1.1373742818530317
0,SN0023-08,0.12412852095709906,1.1001917321048351
0,SN0083-02,0.15610038185331557,2.176525031101189
0,SN0024-01,0.08996326754252115,0.5709348097759258
0,SN0024-03,0.09533217076619464,1.165524950275426
0,SN0024-06,0.054373287022908515,1.3214505919371806
0,SN0055-02,0.060856956083509654,1.2613131096895425
0,SN0055-06,0.0912608882692125,1.1534166471323024
0,SN0055-07,0.05977744594997831,1.2570611092803512
0,SN0024-08,0.14077092630598279,1.0984379545290837
0,SN0024-02,0.026720249553256567,1.9701970013051702
0,SN0055-09,0.020308497462802465,1.9074981962557105
0,SN0024-14,0.05516009796142577,1.3066984671847548
0,SN0083-07,0.13052330940670437,1.1028481961961953
0,SN0055-08,0.0771164238442315,1.1601494627542182
0,SN0002-01,0.07757448321024576,1.1788240787698172
0,SN0002-03,0.03423031168619792,1.577756863544921
0,SN0002-04,0.016342659373813205,4.660454194053195
0,SN0002-06,0.032048416633605956,1.660730940249042
0,SN0085-08,0.2230670275878906,1.0551449788146277
0,SN0166-04,0.3422052768580119,1.0317816172041712
0,SN0166-07,0.07665529987335205,1.1926042367241192
0,SN0145-01,0.240638449283176,1.0318677965889025
0,SN0145-09,0.08654719453599716,1.1704002146050827
0,SN0051-04,0.44413461930380926,5.060658356540488
0,SN0145-06,0.13545208341810439,1.0914752894287219
0,SN0051-02,0.04407987306382921,1.3784532924755486
0,SN0030-07i,0.11246358384026421,1.0554455209201021
0,SN0004-01,0.132472238146464,1.0618733352198795
0,SN0003-03,0.08993954719967312,1.1229965660336545
0,SN0003-06,0.11134765137142605,1.0928817640276942
0,SN0003-05,0.018502492735120987,1.692301164797651
0,SN0003-04,0.029951607394748267,1.4845493256566493
0,SN0109-03,0.01812973687489828,1.2094616722579852
0,SN0054-05,0.19323023289574515,1.0478231584393003
0,SN0015-08,0.024040121701558434,1.8276828460384007
0,SN0015-02,0.14130107503679062,1.007595745191878
0,SN0015-07,0.148478500067393,0.8434919732435866
0,SN0043-05,0.05544371552361383,1.203728083447977
0,SN0043-02i,0.042833756090799965,1.3425639228850028
0,SN0019-02,0.27088215457492404,1.0354206729018476
0,SN0139-01,0.018284989585876463,1.8457257320871263
0,SN0007-03,0.026225055978563096,1.5982225339048473
0,SN0019-04,0.2720950986607869,1.030832423145496
0,SN0019-01,0.10380264425913494,1.0796829380655104
0,SN0139-09,0.1419535271051195,0.18849864209469117
