,WellNo,MAE,RCPE
0,SN0114-19H,0.3524114723078409,0.22456551066354308
0,SN0114-07,0.36147912840101454,0.25385617557719703
0,SN3,0.5048832296498615,0.1295543257999857
0,SN0116-06,0.12700079774008857,0.09883395182705149
0,SN0116-09,0.20156355938169693,0.1370181072924557
0,SN0116-07,0.5649206156688267,0.37906439492169586
0,SN0115-20H,0.37512968912760414,0.14243850683867268
0,SN0112-07,0.7986584406110975,0.2668324551881206
0,SN0138-03,0.4485116970698038,0.33488695614811154
0,SN0138-04,0.2903226033931308,0.3764822976221091
0,SN0138-08,0.09046458552890356,0.020332973374006587
0,SN0138-09,0.32581185099283855,0.20120582809331686
0,SN0114-20H,0.8714776932101782,0.0975581735261352
0,SN0106-01,0.8828229757605658,0.8662727965189857
0,SN0135-04,0.15966910160064696,0.12517813323850552
0,SN0135-06,0.35354005561616686,0.30735822807565527
0,SN0135-07,0.15170520088619657,0.13147367359710344
0,SN0086-03,0.1356971396976047,0.13170092732006694
0,SN0086-06,0.17168580999586314,0.015007799364394878
0,SN0104-08,0.046357361433241116,0.015319316506965809
0,SN0084-02,0.29647540591981675,0.33962088409640107
0,SN0084-04,0.09428779267628987,0.12359177973464248
0,SN0084-06,0.08166384292178683,0.02478641347897417
0,SN0084-07,0.03620346633063421,0.03337688980215548
0,SN0084-08,0.028411944499545636,0.010821723024212254
0,SN0084-09,0.13407591441684297,0.09708710564784503
0,SN0144-02,0.1650527052137587,0.1249747698897276
0,SN0167-02,0.9106771836111283,0.8621296370706533
0,SN0167-04,0.5180364397388034,1.0209805185675813
0,SN0049-04,0.8705523777516684,1.0136479297139025
0,SN0165-06,0.7234136941485935,0.8311030753501158
0,SN0143-07,0.2826161634296841,0.5048648459077657
0,SN0143-09,0.0712478403684828,0.02319872745562472
0,SN0167-05,0.7182765979173449,0.6738716385202597
0,SN0142-05,0.06857870922936334,0.05382590036343438
0,SN0142-03,0.4787812365489536,0.794328229659157
0,SN0142-07,0.5130738212246365,0.10800265056638746
0,SN0143-01,0.12215673444959853,0.0682941901920003
0,SN0136-20H,0.7388419134733413,0.3120739663131726
0,SN0167-08,0.648664504884084,0.32940143595533367
0,SN0142-09,0.08800144746992322,0.062429464807730796
0,SN0083-01,0.8221173576694064,0.13512095260881024
0,SN0143-03,0.44158752068201695,0.5319419841478594
0,SN0168-02,0.162922939130995,0.05134685078745966
0,SN0085-03,0.27811431489944455,0.41886544940055154
0,SN0085-02,0.17795942862616648,0.1567383347680242
0,SN0085-09,0.157654470638699,0.11701024637464176
0,SN0166-03,0.8504751111390855,1.0100334642676625
0,SN0166-05,1.2216886935128106,0.9951396285254908
0,SN0145-05,0.5281627725919088,0.47961986902825493
0,SN0174-08,0.3138005252159966,0.005057895473217969
0,SN0174-09,0.23491187945048017,0.01140369139711405
0,SN0105-03,0.3202845478015475,0.35655220023679074
0,SN0105-07,0.22357749083624945,0.12306756834288657
0,SN0105-08,0.03890653127882215,0.010943247360423708
0,SN0105-06,0.09387750886705189,0.05889372102840005
0,SN0113-09,0.09044356681399875,0.05077508700013398
0,SN0113-01,0.3034518396759034,0.32479838307588244
0,SN0113-07,0.5166921583408779,0.4015867098400623
0,SN0004-04,0.6538275847180685,0.31065137358875994
0,SN0076-02,0.2541039083268908,0.3883897153336708
0,SN0076-08,0.26037526276482476,0.26064340938174657
0,SN0076-05,0.050643224385579444,0.04792293841445984
0,SN0021-01,0.13245219823625354,0.09620419645055789
0,SN0054-03,0.8252906187650894,0.66882076442702
0,SN0054-06,0.5663597841262819,1.015790764674479
0,SN0021-02,0.07109467364841036,0.024627831062696566
0,SN0054-01,0.5300139121670193,0.38124305375536216
0,SN0015-01,0.26512511622534857,0.19702695798770994
0,SN0015-03,0.4555824365509882,0.10774605306214596
0,SN0039-01,0.23416340484619141,0.26786296386043756
0,SN0039-08,0.3572893794102139,0.17776055579172417
0,SN0015-04,0.48854554028617025,0.0143599470782711
0,SN0039-09,0.4874489440790811,1.0102847969803959
0,SN0039-02i,0.7618609835561115,0.7146700049291193
0,SN0039-06,0.08511708131578236,0.009688687480996782
0,SN0039-07i,0.7607359078852337,0.3794684651101655
0,SN0039-08i,0.4239458838484023,0.33023064180296513
0,SN0039-15,0.19050254498799643,0.11172719432576565
0,SN0043-03i,0.7816036306953429,0.3113345905467068
0,SN0043-09,0.3800836058807373,0.34252323230191367
0,SN0043-08,0.4150478199005126,0.01688751440198426
0,SN0082-06,0.6831248048273723,0.941690872839498
0,SN0082-08,0.45279278881920704,0.44243587380010263
0,SN0012-03,0.09942742303212485,0.01761817024307886
