Date,GasProductionC1,LiquidProductionC1,GasProductionC2,LiquidProductionC2,GasProductionC3,LiquidProductionC3
2018-03-26,259.99379999999996,174.1,371.634,145.0,0.0,0.0
2018-03-27,260.71459999999996,147.4,366.71000000000004,114.0,0.0,0.0
2018-03-28,235.6344,165.7,377.97630000000004,141.0,0.0,0.0
2018-03-29,233.6439,125.5,370.4135,105.5,0.0,0.0
2018-03-30,244.1941,107.0,362.2457,112.0,0.0,0.0
2018-03-31,260.6164,129.3,351.1043,93.5,0.0,0.0
2018-04-01,265.96999999999997,137.0,365.01500000000004,124.0,0.0,0.0
2018-04-02,261.5281,143.5,367.84650000000005,123.0,0.0,0.0
2018-04-03,265.07009999999997,180.8,359.19320000000005,108.0,0.0,0.0
2018-04-04,254.4256,120.5,355.1575,125.0,0.0,0.0
2018-04-05,255.6074,135.5,355.1121,145.0,0.0,0.0
2018-04-06,259.017,144.0,357.17650000000003,180.5,0.0,0.0
2018-04-07,256.2238,138.0,359.016,132.3,0.0,0.0
2018-04-08,261.2072,140.0,368.18210000000005,180.5,0.0,0.0
2018-04-09,264.46049999999997,160.5,358.803,115.0,0.0,0.0
2018-04-10,263.0549,130.0,358.5032,118.5,0.0,0.0
2018-04-11,264.89189999999996,135.0,354.0258,124.0,0.0,0.0
2018-04-12,265.428,144.0,357.59430000000003,124.0,0.0,0.0
2018-04-13,265.1896,144.0,356.59540000000004,120.5,0.0,0.0
2018-04-14,261.1191,132.0,348.6499,121.5,0.0,0.0
2018-04-15,263.2849,145.7,349.7072,116.5,0.0,0.0
2018-04-16,263.6685,132.0,350.4796,125.5,0.0,0.0
2018-04-17,264.99339999999995,135.0,350.8963,130.0,0.0,0.0
2018-04-18,266.6155,134.0,353.2615,116.0,0.0,0.0
2018-04-19,267.2154,138.0,353.4273,159.2,0.0,0.0
2018-04-20,265.57669999999996,130.5,353.91670000000005,173.2,0.0,0.0
2018-04-21,264.33279999999996,115.0,362.27020000000005,105.0,0.0,0.0
2018-04-22,262.7389,132.0,347.1062,165.8,0.0,0.0
2018-04-23,255.2904,128.6,351.1325,139.2,0.0,0.0
2018-04-24,257.14439999999996,121.0,357.1463,157.5,0.0,0.0
2018-04-25,263.47529999999995,134.0,350.4348,135.1,0.0,0.0
2018-04-26,266.45649999999995,160.6,350.94849999999997,105.9,0.0,0.0
2018-04-27,262.0189,137.0,352.47729999999996,135.6,0.0,0.0
2018-04-28,268.52619999999996,138.0,354.93969999999996,117.0,0.0,0.0
2018-04-29,267.22769999999997,135.0,353.23659999999995,112.6,0.0,0.0
2018-04-30,259.8862,126.5,346.09259999999995,117.0,0.0,0.0
2018-05-01,261.5086,112.3,343.70709999999997,118.5,0.0,0.0
2018-05-02,259.7786,128.0,337.3961,97.5,0.0,0.0
2018-05-03,252.4026,132.5,343.7507,141.0,0.0,0.0
2018-05-04,245.8759,154.0,353.212,140.0,0.0,0.0
2018-05-05,249.23510000000002,112.9,343.4898,80.5,0.0,0.0
2018-05-06,249.1472,113.5,338.6339,105.5,0.0,0.0
2018-05-07,246.9068,112.5,347.929,132.0,0.0,0.0
2018-05-08,245.0271,123.0,343.6221,160.0,0.0,0.0
2018-05-09,255.669,116.0,338.5164,102.0,0.0,0.0
2018-05-10,252.5772,115.0,340.4477,105.0,0.0,0.0
2018-05-11,248.6254,146.8,344.58299999999997,98.0,0.0,0.0
2018-05-12,245.2535,141.0,349.7492,105.0,0.0,0.0
2018-05-13,243.5165,105.0,335.12649999999996,105.0,0.0,0.0
2018-05-14,245.8169,145.0,328.7851,135.0,0.0,0.0
2018-05-15,249.9237,112.5,338.9084,114.0,0.0,0.0
2018-05-16,248.1702,135.0,335.61949999999996,120.0,0.0,0.0
2018-05-17,245.751,130.0,343.6484,130.0,0.0,0.0
2018-05-18,248.3864,123.0,347.87969999999996,122.0,0.0,0.0
2018-05-19,244.3415,120.3,347.9301,130.0,0.0,0.0
2018-05-20,245.8694,101.3,337.44629999999995,82.0,0.0,0.0
2018-05-21,247.9796,105.1,339.27479999999997,131.7,0.0,0.0
2018-05-22,248.264,165.5,336.7106,103.0,0.0,0.0
2018-05-23,250.4312,133.3,338.62609999999995,111.0,0.0,0.0
2018-05-24,242.4995,105.0,358.0736,142.0,0.0,0.0
2018-05-25,246.8947,123.6,348.14759999999995,111.0,0.0,0.0
2018-05-26,248.9327,147.7,351.2908,112.0,0.0,0.0
2018-05-27,245.0772,108.0,352.84479999999996,101.5,0.0,0.0
2018-05-28,247.0837,124.5,350.72819999999996,118.0,0.0,0.0
2018-05-29,245.9524,96.3,350.2636,90.0,0.0,0.0
2018-05-30,241.4087,105.0,349.86769999999996,97.2,0.0,0.0
2018-05-31,240.68,142.6,341.57379999999995,90.0,0.0,0.0
2018-06-01,239.6896,99.0,342.5112,90.0,0.0,0.0
2018-06-02,230.5103,118.5,339.35409999999996,135.0,0.0,0.0
2018-06-03,217.1165,92.8,334.3721,135.0,0.0,0.0
2018-06-04,222.2013,113.5,325.9,106.0,0.0,0.0
2018-06-05,227.9088,120.0,327.4498,129.0,0.0,0.0
2018-06-06,226.0121,105.0,330.35269999999997,130.0,0.0,0.0
2018-06-07,226.3517,104.3,334.5761,96.0,0.0,0.0
2018-06-08,227.9261,101.0,333.5598,84.0,0.0,0.0
2018-06-09,226.707,122.3,341.35729999999995,87.0,0.0,0.0
2018-06-10,226.2152,95.0,332.46979999999996,90.0,0.0,0.0
2018-06-11,226.9413,86.0,327.1024,91.0,0.0,0.0
2018-06-12,226.96710000000002,115.8,326.1345,100.5,0.0,0.0
2018-06-13,225.30180000000001,104.0,327.5734,100.0,0.0,0.0
2018-06-14,225.327,94.0,334.69689999999997,63.0,0.0,0.0
2018-06-15,227.5038,133.0,331.21939999999995,88.5,0.0,0.0
2018-06-16,227.0071,135.5,340.7856,142.0,0.0,0.0
2018-06-17,229.5772,134.8,345.90959999999995,119.5,0.0,0.0
2018-06-18,227.286,120.3,337.50449999999995,79.0,0.0,0.0
2018-06-19,228.33700000000002,108.5,330.4641,82.6,0.0,0.0
2018-06-20,221.2294,101.5,327.0037,108.0,0.0,0.0
2018-06-21,211.7187,81.5,318.0048,98.0,0.0,0.0
2018-06-22,212.7028,87.0,315.49719999999996,80.0,0.0,0.0
2018-06-23,212.0586,80.8,317.522,85.0,0.0,0.0
2018-06-24,216.6869,133.0,323.1031,109.7,0.0,0.0
2018-06-25,124.4068,80.0,31.964299999999998,29.81,0.0,0.0
2018-06-26,0.0,32.0,0.0,0.0,0.0,0.0
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30,74.1973,22.8,139.6008,40.2,0.0,0.0
2018-07-01,209.3098,90.43,337.51,118.3,0.0,0.0
2018-07-02,241.36350000000002,125.0,339.7439,75.0,0.0,0.0
2018-07-03,266.1178,92.31,340.32349999999997,95.3,0.0,0.0
2018-07-04,261.38039999999995,144.8,370.1962,119.0,0.0,0.0
2018-07-05,274.1196,131.1,377.9914,115.5,0.0,0.0
2018-07-06,268.00199999999995,128.6,370.0612,95.8,0.0,0.0
2018-07-07,224.2193,62.0,353.6112,108.0,0.0,0.0
2018-07-08,191.2414,52.1,361.3103,103.5,0.0,0.0
2018-07-09,193.8273,87.0,334.63489999999996,97.6,0.0,0.0
2018-07-10,196.34470000000002,76.1,352.67679999999996,126.0,0.0,0.0
2018-07-11,196.10240000000002,69.0,374.9566,132.5,0.0,0.0
2018-07-12,192.7494,66.9,379.0336,109.5,0.0,0.0
2018-07-13,194.2966,100.3,367.9004,107.3,0.0,0.0
2018-07-14,197.2801,85.9,353.1316,109.0,0.0,0.0
2018-07-15,199.4661,88.2,347.9174,112.0,0.0,0.0
2018-07-16,192.8411,55.2,352.96709999999996,102.7,0.0,0.0
2018-07-17,258.806,113.9,374.8533,98.3,0.0,0.0
2018-07-18,262.80719999999997,131.6,383.0009,119.6,0.0,0.0
2018-07-19,265.58579999999995,80.8,382.23589999999996,112.7,0.0,0.0
2018-07-20,267.8266,96.0,378.0605,107.4,0.0,0.0
2018-07-21,236.7252,90.8,359.63599999999997,130.4,0.0,0.0
2018-07-22,201.4041,48.6,345.9466,113.6,0.0,0.0
2018-07-23,216.231,53.1,358.6361,108.8,0.0,0.0
2018-07-24,258.8193,130.2,378.3621,155.1,0.0,0.0
2018-07-25,264.5587,87.2,387.86089999999996,137.4,0.0,0.0
2018-07-26,263.19489999999996,98.0,391.0365,145.3,0.0,0.0
2018-07-27,253.4797,78.4,392.1083,144.8,0.0,0.0
2018-07-28,238.54500000000002,71.2,379.92719999999997,105.2,0.0,0.0
2018-07-29,233.7695,81.0,386.0508,174.3,0.0,0.0
2018-07-30,229.07150000000001,90.8,389.2904,203.3,0.0,0.0
2018-07-31,217.9712,50.0,381.19939999999997,129.8,0.0,0.0
2018-08-01,218.173,78.4,380.96349999999995,115.2,0.0,0.0
2018-08-01,218.173,78.0,380.96349999999995,108.4,0.0,0.0
2018-08-02,223.9685,76.9,374.743,129.3,0.0,0.0
2018-08-03,224.6764,93.5,375.41949999999997,123.0,0.0,0.0
2018-08-04,223.3264,83.1,393.82379999999995,132.0,0.0,0.0
2018-08-05,225.2319,74.4,385.8896,152.1,0.0,0.0
2018-08-06,221.9983,81.0,369.85049999999995,124.0,0.0,0.0
2018-08-07,222.199,70.36,390.2716,117.32,0.0,0.0
2018-08-08,220.9603,65.5,396.1781,110.2,0.0,0.0
2018-08-09,220.3349,57.7,392.27419999999995,124.3,0.0,0.0
2018-08-10,220.1852,77.7,394.85409999999996,110.7,0.0,0.0
2018-08-11,220.5736,92.1,394.47799999999995,128.47,0.0,0.0
2018-08-12,221.5038,61.0,396.63439999999997,129.9,0.0,0.0
2018-08-13,219.0435,67.1,401.565,124.9,0.0,0.0
2018-08-14,225.9007,96.2,395.8793,108.0,0.0,0.0
2018-08-15,226.4245,95.8,396.56489999999997,101.6,0.0,0.0
2018-08-16,224.1018,73.89,400.5284,115.9,0.0,0.0
2018-08-17,225.1091,96.8,403.58509999999995,117.9,0.0,0.0
2018-08-18,221.0903,58.3,399.8617,92.4,0.0,0.0
2018-08-19,220.1088,63.8,398.0961,110.0,0.0,0.0
2018-08-20,222.6984,77.3,399.09839999999997,112.0,0.0,0.0
2018-08-21,218.175,61.6,401.0764,113.9,0.0,0.0
2018-08-22,218.6369,75.6,395.88289999999995,112.8,0.0,0.0
2018-08-23,211.2665,75.8,394.79139999999995,130.8,0.0,0.0
2018-08-24,209.5901,65.6,387.75399999999996,109.4,0.0,0.0
2018-08-25,216.5799,84.8,386.9573,129.1,0.0,0.0
2018-08-26,210.44230000000002,55.4,388.7706,136.5,0.0,0.0
2018-08-27,213.06380000000001,92.5,389.0136,104.6,0.0,0.0
2018-08-28,209.5915,69.6,386.51059999999995,117.8,0.0,0.0
2018-08-29,210.2174,64.7,388.4163,102.7,0.0,0.0
2018-08-30,208.8761,77.8,386.4702,105.2,0.0,0.0
2018-08-31,207.8958,110.9,376.40939999999995,106.5,0.0,0.0
2018-09-01,213.6867,69.4,371.5539,121.2,0.0,0.0
2018-09-02,214.5413,104.0,370.8456,101.2,0.0,0.0
2018-09-03,214.0217,80.2,368.8728,90.3,0.0,0.0
2018-09-04,213.2235,79.2,367.70649999999995,85.3,0.0,0.0
2018-09-05,211.7898,78.8,362.9722,85.3,0.0,0.0
2018-09-06,213.1915,94.5,361.8895,85.8,0.0,0.0
2018-09-07,222.2273,97.14,370.54819999999995,80.91,0.0,0.0
2018-09-08,215.532,69.0,372.387,82.2,0.0,0.0
2018-09-09,214.738,79.0,365.5118,86.0,0.0,0.0
2018-09-10,218.1013,106.5,364.9002,79.5,0.0,0.0
2018-09-11,220.09380000000002,100.8,359.578,84.8,0.0,0.0
2018-09-12,220.9362,90.0,354.93249999999995,85.0,0.0,0.0
2018-09-13,223.0755,82.8,344.2261,81.8,0.0,0.0
2018-09-14,201.1275,59.5,315.3169,85.4,0.0,0.0
2018-09-15,196.0389,58.4,297.5574,78.2,0.0,0.0
2018-09-16,203.1473,92.9,303.09779999999995,76.6,0.0,0.0
2018-09-17,199.5766,56.1,309.41029999999995,75.2,0.0,0.0
2018-09-18,205.8805,77.9,313.5614,87.8,0.0,0.0
2018-09-19,204.7329,77.7,320.71509999999995,104.9,0.0,0.0
2018-09-20,201.68880000000001,71.8,313.1275,101.4,0.0,0.0
2018-09-21,198.1571,93.5,316.9705,107.7,0.0,0.0
2018-09-22,200.7555,60.1,318.17990000000003,93.0,0.0,0.0
2018-09-23,204.7712,73.5,311.9721,75.9,0.0,0.0
2018-09-24,205.8705,66.5,320.35810000000004,113.0,0.0,0.0
2018-09-25,203.3687,71.2,319.27610000000004,94.1,0.0,0.0
2018-09-26,203.1466,72.5,315.27610000000004,89.2,0.0,0.0
2018-09-27,207.4203,80.2,315.32730000000004,86.9,0.0,0.0
2018-09-28,203.0646,64.4,318.8775,88.1,0.0,0.0
2018-09-29,198.6253,65.9,335.05690000000004,105.2,0.0,0.0
2018-09-30,195.0924,67.5,337.8928,112.9,0.0,0.0
2018-10-01,192.9712,54.1,348.9814,128.5,0.0,0.0
2018-10-02,196.8289,74.0,345.329,100.5,0.0,0.0
2018-10-03,197.9757,71.2,339.02360000000004,99.8,0.0,0.0
2018-10-04,199.84199999999998,90.6,337.3664,92.4,0.0,0.0
2018-10-05,196.2869,62.9,339.35810000000004,106.5,0.0,0.0
2018-10-06,196.5708,75.5,350.0529,118.0,0.0,0.0
2018-10-07,203.70659999999998,90.1,351.87940000000003,107.1,0.0,0.0
2018-10-08,196.7925,55.4,354.9542,128.9,0.0,0.0
2018-10-09,198.3569,80.0,355.09200000000004,107.7,0.0,0.0
2018-10-10,199.9072,77.8,358.0946,122.5,0.0,0.0
2018-10-11,197.55249999999998,64.1,356.8501,123.9,0.0,0.0
2018-10-12,197.5304,63.7,355.50960000000003,96.7,0.0,0.0
2018-10-13,195.9135,86.2,356.59380000000004,118.9,0.0,0.0
2018-10-14,198.5879,85.5,359.1035,43.3,0.0,0.0
2018-10-15,198.57639999999998,63.3,348.2219,103.0,0.0,0.0
2018-10-16,192.9688,62.3,361.9469,124.4,0.0,0.0
2018-10-17,198.8078,66.4,351.9805,114.8,0.0,0.0
2018-10-18,199.69899999999998,72.8,344.512,106.3,0.0,0.0
2018-10-19,194.6986,61.6,348.12780000000004,133.4,0.0,0.0
2018-10-20,198.784,72.7,349.5213,133.2,0.0,0.0
2018-10-21,197.2524,66.8,344.596,118.4,0.0,0.0
2018-10-22,197.1042,81.7,346.06050000000005,139.7,0.0,0.0
2018-10-23,198.5272,70.1,352.57590000000005,137.2,0.0,0.0
2018-10-24,193.7946,62.0,354.1476,111.0,0.0,0.0
2018-10-25,195.6674,73.4,350.7377,88.8,0.0,0.0
2018-10-26,200.8649,78.1,353.2627,144.6,0.0,0.0
2018-10-27,199.59029999999998,77.6,356.9648,146.5,0.0,0.0
2018-10-28,196.4065,67.5,350.89500000000004,113.3,0.0,0.0
2018-10-29,199.3074,81.1,353.70230000000004,149.4,0.0,0.0
2018-10-30,194.1634,57.3,350.1546,113.7,0.0,0.0
2018-10-31,212.01829999999998,86.2,367.99580000000003,170.2,0.0,0.0
2018-11-01,212.4485,95.4,368.82820000000004,165.1,0.0,0.0
2018-11-02,212.36919999999998,101.2,381.62460000000004,144.2,0.0,0.0
2018-11-03,215.6174,85.9,386.2628,138.3,0.0,0.0
2018-11-04,218.5402,117.0,378.7126,120.0,0.0,0.0
2018-11-05,219.23479999999998,100.1,374.3826,125.3,0.0,0.0
2018-11-06,218.649,83.0,374.7482,108.8,0.0,0.0
2018-11-07,214.76139999999998,64.1,374.5776,117.6,0.0,0.0
2018-11-08,213.01919999999998,78.7,378.3942,123.9,0.0,0.0
2018-11-09,214.72709999999998,117.0,379.26250000000005,133.3,0.0,0.0
2018-11-10,216.0187,86.1,378.4175,147.6,0.0,0.0
2018-11-11,213.5683,66.9,384.5566,113.6,0.0,0.0
2018-11-12,219.0763,84.0,383.415,123.9,0.0,0.0
2018-11-13,220.63299999999998,67.6,386.5201,118.6,0.0,0.0
2018-11-14,213.2269,66.8,384.1295,119.8,0.0,0.0
2018-11-15,216.4407,84.9,384.581,127.8,0.0,0.0
2018-11-16,213.5445,56.2,390.54290000000003,130.0,0.0,0.0
2018-11-17,213.6268,95.6,392.0939,170.6,0.0,0.0
2018-11-18,214.76139999999998,73.4,388.807,131.9,0.0,0.0
2018-11-19,217.42829999999998,88.5,385.9705,115.8,0.0,0.0
2018-11-20,220.34189999999998,99.8,391.9984,152.5,0.0,0.0
2018-11-21,219.9654,86.5,391.411,135.5,0.0,0.0
2018-11-22,208.0375,67.2,381.66810000000004,113.3,0.0,0.0
2018-11-23,202.3597,80.0,370.82820000000004,128.9,0.0,0.0
2018-11-24,203.0818,67.8,377.9782,111.8,0.0,0.0
2018-11-25,201.4845,66.9,381.58610000000004,115.9,0.0,0.0
2018-11-26,202.3783,70.8,383.903,141.8,0.0,0.0
2018-11-27,202.4603,87.0,399.7465,152.4,0.0,0.0
2018-11-28,207.47979999999998,92.7,406.507,144.3,0.0,0.0
2018-11-29,202.6548,61.2,400.56460000000004,144.6,0.0,0.0
2018-11-30,195.9449,53.5,392.02660000000003,117.1,0.0,0.0
2018-12-01,197.2817,73.3,393.71860000000004,130.9,0.0,0.0
2018-12-02,202.8024,69.47,393.52430000000004,125.35,0.0,0.0
2018-12-03,205.15179999999998,60.28,396.9728,134.85,0.0,0.0
2018-12-04,202.01479999999998,67.52,382.012,137.95,0.0,0.0
2018-12-05,178.6719,41.73,360.28560000000004,126.05,0.0,0.0
2018-12-06,165.2525,43.77,355.44140000000004,134.45,0.0,0.0
2018-12-07,166.5447,48.89,354.6952,114.47,0.0,0.0
2018-12-08,173.5898,62.9,360.2919,127.6,0.0,0.0
2018-12-09,178.38289999999998,71.7,364.2787,142.03,0.0,0.0
2018-12-10,173.3888,44.84,379.8999,144.77,0.0,0.0
2018-12-11,181.5101,120.6,384.08230000000003,154.68,0.0,0.0
2018-12-12,170.84029999999998,45.85,380.76930000000004,159.86,0.0,0.0
2018-12-13,177.9349,81.46,377.5462,128.79,0.0,0.0
2018-12-14,194.21529999999998,87.85,387.08860000000004,144.44,0.0,0.0
2018-12-15,198.302,92.22,389.81620000000004,151.52,0.0,0.0
2018-12-16,201.1539,80.49,387.10990000000004,133.65,0.0,0.0
2018-12-17,201.20589999999999,97.86,389.6141,148.2,0.0,0.0
2018-12-18,189.3742,84.87,381.7608,150.97,0.0,0.0
2018-12-19,174.4983,59.87,363.33790000000005,135.2,0.0,0.0
2018-12-20,171.1239,63.01,357.15070000000003,145.82,0.0,0.0
2018-12-21,176.1795,77.83,364.1988,138.13,0.0,0.0
2018-12-22,207.6001,117.2,388.5681,149.33,0.0,0.0
2018-12-23,249.70139999999998,112.75,401.45410000000004,149.26,0.0,0.0
2018-12-24,248.4085,78.39,398.04650000000004,142.26,0.0,0.0
2018-12-25,247.9331,83.13,396.466,145.14,0.0,0.0
2018-12-26,238.90789999999998,78.49,387.0362,147.66,0.0,0.0
2018-12-27,182.8619,44.55,374.3077,140.79,0.0,0.0
2018-12-28,175.2205,76.92,374.2477,132.9,0.0,0.0
2018-12-29,178.1677,75.2,375.85200000000003,141.73,0.0,0.0
2018-12-30,179.9448,96.72,372.2353,128.8,0.0,0.0
2018-12-31,178.367,65.55,370.1476,133.49,0.0,0.0
2019-01-01,179.4397,53.9,374.1625,138.12,132.3649,29.15
2019-01-02,179.20829999999998,65.27,367.7387,122.44,136.5902,24.47
2019-01-03,181.739,88.82,371.48670000000004,157.64,134.628,24.63
2019-01-04,183.9851,89.66,377.0362,152.51,132.4512,29.09
2019-01-05,187.5086,99.7,378.8917,131.9,137.7955,29.77
2019-01-06,190.0929,108.28,365.4313,124.87,135.9529,29.76
2019-01-07,187.44129999999998,61.17,368.08180000000004,139.54,133.8291,31.03
2019-01-08,188.79139999999998,75.35,366.22200000000004,127.32,132.0876,29.28
2019-01-09,190.3292,85.65,363.8672,148.75,130.1796,30.9
2019-01-10,188.3869,85.59,364.261,129.01,129.6541,32.47
2019-01-11,205.91389999999998,85.22,370.0545,133.51,154.1003,34.71
2019-01-12,214.66649999999998,125.57,366.25910000000005,120.02,155.9537,32.22
2019-01-13,215.0093,90.58,364.6881,91.11,153.1713,31.69
2019-01-14,223.8084,89.53,356.7063,128.45,148.7805,32.5
2019-01-15,217.82,93.58,363.3057,127.82,152.8168,31.0
2019-01-16,221.17829999999998,122.96,358.052,131.71,147.8747,31.1
2019-01-17,230.77679999999998,127.36,353.9445,123.37,148.2742,32.9
2019-01-18,252.13139999999999,137.03,374.87640000000005,125.29,166.2464,35.13
2019-01-19,250.7596,111.22,370.8016,127.24,164.1154,30.54
2019-01-20,252.96869999999998,116.08,367.16470000000004,128.31,163.5636,31.82
2019-01-21,251.6515,125.29,366.18760000000003,127.12,162.2185,36.68
2019-01-22,252.7189,112.56,359.107,122.38,160.2683,38.1
2019-01-23,251.4637,125.3,350.4546,132.7,158.1852,36.18
2019-01-24,263.9793,143.87,354.26370000000003,153.28,156.4062,31.58
2019-01-25,261.1642,100.6,360.0179,126.3,161.7282,30.55
2019-01-26,259.6343,132.31,358.45750000000004,143.96,162.0386,46.03
2019-01-27,224.1874,114.3,362.9896,155.27,148.0539,25.0
2019-01-28,218.3877,91.53,353.5034,120.39,139.5722,29.49
2019-01-29,218.0678,92.6,348.9545,150.48,148.6175,43.19
2019-01-30,218.952,99.78,355.1589,129.34,148.2656,25.99
2019-01-31,220.0501,117.19,351.3032,131.29,147.0649,32.16
2019-02-01,216.2952,97.0,351.6338,123.38,145.7086,37.84
2019-02-02,215.44979999999998,101.41,353.9049,183.34,144.2209,31.77
2019-02-03,220.5361,110.22,362.9064,157.78,143.417,27.22
2019-02-04,224.03209999999999,118.26,356.8091,128.19,142.5562,30.44
2019-02-05,234.3089,100.42,366.9972,132.56,141.677,42.08
2019-02-06,229.62609999999998,89.06,354.4714,138.82,140.4749,21.26
2019-02-07,227.8212,95.01,352.5937,157.71,139.9826,32.45
2019-02-08,224.5283,94.94,349.55870000000004,142.16,139.3312,29.45
2019-02-09,228.2954,94.58,344.74150000000003,127.52,138.3338,30.32
2019-02-10,228.257,108.68,339.0575,129.95,137.6392,30.68
2019-02-11,226.06189999999998,101.59,346.493,149.76,136.3796,30.36
2019-02-12,222.1796,90.2,355.48670000000004,148.98,144.0755,29.76
2019-02-13,219.80849999999998,115.47,342.33020000000005,163.54,143.3922,32.12
2019-02-14,236.3039,99.73,348.401,143.41,142.2783,31.58
2019-02-15,233.58929999999998,87.29,351.1873,125.79,141.6859,27.91
2019-02-16,237.5751,100.78,351.16290000000004,135.71,141.1429,31.07
2019-02-17,231.9014,87.05,350.9331,133.44,141.1538,31.22
2019-02-18,239.2826,126.02,350.1222,132.84,140.1538,26.99
2019-02-19,235.5921,97.39,346.2986,141.27,139.5681,30.56
2019-02-20,231.5254,89.38,346.28560000000004,123.78,138.6645,28.25
2019-02-21,237.51829999999998,105.78,356.06390000000005,148.0,137.926,29.59
2019-02-22,235.0202,117.46,354.0851,132.11,137.6824,29.95
2019-02-23,231.7662,98.19,352.3227,141.38,137.5185,29.35
2019-02-24,232.12019999999998,114.96,358.5165,146.87,136.838,30.3
2019-02-25,232.0837,99.68,356.7233,150.66,136.1772,29.43
2019-02-26,239.504,106.08,357.7696,134.04,135.6716,28.4
2019-02-27,235.165,91.55,354.546,138.91,135.1098,29.17
2019-02-28,234.7326,90.28,355.67220000000003,143.93,134.346,27.84
2019-03-01,234.47889999999998,86.88,355.34270000000004,141.55,134.2632,28.87
2019-03-02,232.3952,91.66,355.77180000000004,144.78,133.1651,30.43
2019-03-03,234.1147,139.06,353.6797,143.0,132.4997,26.87
2019-03-04,233.0068,146.8,353.4218,128.55,131.9561,29.79
2019-03-05,232.09709999999998,92.27,351.2371,131.9,131.3049,26.27
2019-03-06,235.2808,112.23,353.3432,151.11,130.8062,27.58
2019-03-07,229.44819999999999,69.3,354.50780000000003,130.0,130.1756,28.44
2019-03-08,229.898,134.77,353.2344,166.42,129.5299,29.52
2019-03-09,229.9882,92.88,354.8308,150.27,128.7722,28.26
2019-03-10,233.94369999999998,120.0,354.32460000000003,146.25,127.979,26.86
2019-03-11,233.178,99.28,352.5941,134.04,127.3911,22.45
2019-03-12,228.6443,81.05,353.6087,143.72,129.0974,32.18
2019-03-13,231.6651,105.18,353.4134,152.61,129.3535,33.58
2019-03-14,229.6337,115.47,353.1698,149.54,128.332,13.84
2019-03-15,228.7825,114.05,358.42240000000004,130.34,127.0272,32.62
2019-03-16,229.1782,118.7,350.7615,122.45,125.9804,25.19
2019-03-17,233.787,110.14,345.528,147.23,125.2385,28.66
2019-03-18,231.4658,97.25,351.47200000000004,143.62,124.1512,20.61
2019-03-19,233.6463,97.95,348.8874,149.77,122.8249,23.23
2019-03-20,232.0435,77.7,349.1644,127.61,126.0521,23.31
2019-03-21,231.7557,109.03,351.6295,150.88,124.6176,23.37
2019-03-22,234.28109999999998,115.01,345.61760000000004,137.79,123.6169,24.5
2019-03-23,236.3785,112.04,332.39500000000004,136.45,121.9045,22.85
2019-03-24,239.32,93.92,339.07050000000004,126.68,120.3775,27.72
2019-03-25,240.68779999999998,100.13,345.62780000000004,148.61,119.6212,19.69
2019-03-26,235.5693,81.61,345.59880000000004,165.96,118.8904,23.7
2019-03-27,235.9947,115.91,340.12440000000004,133.91,117.4307,23.14
2019-03-28,237.81619999999998,83.96,339.86350000000004,143.15,117.9835,23.37
2019-03-29,244.3654,142.7,334.7932,120.82,117.5016,28.68
2019-03-30,240.0263,105.17,335.86600000000004,141.38,117.134,17.56
2019-03-31,239.4606,97.75,333.9757,134.16,116.6085,26.75
2019-04-01,236.5701,89.89,333.064,131.93,116.0094,20.92
2019-04-02,238.7139,118.36,333.8589,113.99,115.1034,18.94
2019-04-03,233.701,81.01,336.7097,153.14,128.0669,29.22
2019-04-04,234.0213,94.94,337.9888,125.67,130.2947,26.82
2019-04-05,238.3579,118.2,333.47200000000004,123.6,127.6198,20.27
2019-04-06,232.7398,91.21,338.4511,147.77,125.9994,27.34
2019-04-07,228.9691,78.06,337.8994,143.11,124.8672,17.95
2019-04-08,233.9502,99.93,336.60060000000004,125.7,123.841,22.71
2019-04-09,233.2001,95.42,346.57410000000004,148.95,122.6951,22.06
2019-04-10,233.9023,95.73,344.8202,120.42,121.8001,25.57
2019-04-11,231.94219999999999,90.87,341.3267,123.4,127.4275,17.94
2019-04-12,230.88739999999999,132.83,335.4914,130.08,126.3473,24.73
2019-04-13,229.97809999999998,83.15,335.1039,112.29,125.205,21.96
2019-04-14,235.6428,111.56,338.6533,152.46,124.4358,25.13
2019-04-15,233.29059999999998,82.47,340.625,142.63,123.7076,23.08
2019-04-16,236.2201,137.63,336.2398,125.57,123.0308,18.42
2019-04-17,233.0171,75.33,341.12420000000003,123.88,122.3911,22.16
2019-04-18,233.51219999999998,114.5,340.73400000000004,141.55,121.7818,22.47
2019-04-19,237.3862,124.51,340.5803,117.46,121.1067,21.24
2019-04-20,241.3992,60.35,336.56350000000003,102.69,120.581,17.36
2019-04-21,236.7427,73.87,328.66380000000004,88.29,120.0415,23.29
2019-04-22,232.60320000000002,68.67,330.82529999999997,141.23,119.5133,28.09
2019-04-23,230.52100000000002,78.26,330.2852,81.91,118.8896,14.64
2019-04-24,231.5156,87.5,328.0689,92.15,118.2206,21.13
2019-04-25,237.7814,95.58,325.0331,171.98,117.6483,29.81
2019-04-26,240.0523,102.64,331.47659999999996,105.14,116.9999,18.66
2019-04-27,240.978,79.15,333.6255,136.5,116.5314,27.46
